Leadley	69816,0.05263157894736842
paul	69816,0.05263157894736842
leadley	69816,0.05263157894736842
Salon	69817,0.1;70420,0.1111111111111111
salon	69817,0.1;70169,0.16666666666666666;70420,0.1111111111111111
TENERRDIS	69818,0.2
tenerrdis	69818,0.2
Emmanuelle	69819,0.05555555555555555;72937,0.045454545454545456;76509,0.058823529411764705
Gouillart	69819,0.05555555555555555
emmanuelle	69819,0.05555555555555555
gouillart	69819,0.05555555555555555
DYNACOMP	69820,0.14285714285714285
E98qR	69820,0.14285714285714285
FAO	69821,0.1
fao	69821,0.1
docrep	69821,0.1
009	69821,0.1
a0217f	69821,0.2
a0217f00	69821,0.1
Directrice	70161,0.045454545454545456
THALES	70162,0.125
Dorothée	70162,0.125
Bonneil	70162,0.125
dorothee	70162,0.125
bonneil	70162,0.125
thalesgroup	70162,0.125;75788,0.058823529411764705
NAUSICAA	70164,0.2
nausicaa	70164,0.2;71621,0.024390243902439025
Delta	70165,0.16666666666666666
Drone	70165,0.16666666666666666
deltadrone	70165,0.16666666666666666
Creathes	70166,0.125
Hervé	70166,0.125
Huilier	70166,0.125
herve	70166,0.125
huilier	70166,0.125
creathes	70166,0.125
Charles	70167,0.024390243902439025
Sadron	70167,0.024390243902439025
Nicolas	70167,0.024390243902439025;71361,0.0625;72115,0.2222222222222222;74174,0.07142857142857142
Giuseppone	70167,0.024390243902439025
66	70167,0.024390243902439025;70748,0.03125;70918,0.06666666666666667;71621,0.024390243902439025;73430,0.034482758620689655
giuseppone	70167,0.024390243902439025
unistra	70167,0.04878048780487805;75070,0.058823529411764705
Physique	70167,0.024390243902439025;73188,0.05
Chimie	70167,0.024390243902439025;72630,0.047619047619047616
Matériaux	70167,0.024390243902439025;72119,0.02631578947368421
Strasbourg	70167,0.024390243902439025
Doudin	70167,0.024390243902439025
bdoudin	70167,0.024390243902439025
ipcms	70167,0.024390243902439025;75070,0.058823529411764705
ESIEE	70168,0.0625;73190,0.047619047619047616;75071,0.16666666666666666
Cévaër	70168,0.0625
c	70168,0.125;72117,0.20833333333333334;73190,0.09523809523809523;75067,0.21052631578947367
cevaer	70168,0.0625;73190,0.047619047619047616
esiee	70168,0.0625;73190,0.09523809523809523;75071,0.16666666666666666
BATIénergie	70169,0.16666666666666666
batienergie	70169,0.16666666666666666
Toulouse	70170,0.125;71362,0.05555555555555555;71612,0.027777777777777776;76512,0.05555555555555555
Space	70170,0.125;75789,0.05
Show	70170,0.125;73438,0.125
toulousespaceshow	70170,0.125
Gravez	70421,0.0625
gravez	70421,0.0625
Rizlene	70422,0.02702702702702703
Bouchemoua	70422,0.02702702702702703
rizlene	70422,0.02702702702702703
bouchemoua	70422,0.02702702702702703
American	70422,0.02702702702702703
Friends	70422,0.02702702702702703
of	70422,0.02702702702702703
AFAM	70422,0.02702702702702703
americanfriendsam	70422,0.02702702702702703
Recherche	70423,0.041666666666666664;72121,0.0625;72632,0.05;73184,0.07142857142857142;73690,0.09090909090909091;75064,0.041666666666666664
sur	70423,0.041666666666666664;71357,0.038461538461538464;72121,0.0625;73884,0.018518518518518517;74171,0.029411764705882353;75064,0.041666666666666664
les	70423,0.125;72121,0.0625;72934,0.023809523809523808
Macromolécules	70423,0.041666666666666664
Végétales	70423,0.041666666666666664
CERMAV	70423,0.041666666666666664
Redouane	70423,0.041666666666666664
Borsali	70423,0.041666666666666664
03	70423,0.041666666666666664;70920,0.09090909090909091;74172,0.0625;74173,0.043478260869565216;75791,0.047619047619047616
redouane	70423,0.041666666666666664
borsali	70423,0.041666666666666664
cermav	70423,0.041666666666666664
Denis	70425,0.0625;75462,0.1
Spitzer	70425,0.0625
89	70425,0.0625;70917,0.058823529411764705
denis	70425,0.0625;75462,0.1
spitzer	70425,0.0625
isl	70425,0.0625
OPALINE	70428,0.14285714285714285
opaline	70428,0.14285714285714285;70749,0.0625
vitagora	70428,0.14285714285714285;70749,0.0625;72396,0.125;72634,0.125;74172,0.0625;75793,0.0625;76209,0.0625
Académie	70429,0.05263157894736842;72113,0.041666666666666664;73182,0.041666666666666664
Technologies	70429,0.05263157894736842;72113,0.041666666666666664;72118,0.16666666666666666;73436,0.038461538461538464;73879,0.07142857142857142;75461,0.16666666666666666
Catherine	70429,0.05263157894736842;72113,0.041666666666666664;73182,0.041666666666666664;75069,0.058823529411764705
Côme	70429,0.05263157894736842;72113,0.041666666666666664
30	70429,0.05263157894736842;70918,0.06666666666666667;71621,0.024390243902439025;72113,0.041666666666666664;72114,0.058823529411764705;72632,0.05;73182,0.041666666666666664;74167,0.02857142857142857;76212,0.041666666666666664
catherine	70429,0.05263157894736842;72113,0.041666666666666664;73182,0.041666666666666664;75069,0.058823529411764705
come	70429,0.05263157894736842;72113,0.041666666666666664;73182,0.041666666666666664
academie	70429,0.05263157894736842;72113,0.08333333333333333;73182,0.08333333333333333
technologies	70429,0.05263157894736842;72113,0.08333333333333333;73182,0.125
Nantes	70743,0.05;75462,0.1
Louatron	70743,0.05
87	70743,0.05
laurence	70743,0.05;73430,0.034482758620689655
louatron	70743,0.05
ec	70743,0.05;73876,0.045454545454545456
nantes	70743,0.05;74175,0.1111111111111111;75462,0.1
recherche	70744,0.038461538461538464;73884,0.018518518518518517
Cerveau	70744,0.038461538461538464
Moelle	70744,0.038461538461538464
Epinière	70744,0.038461538461538464
Lorenceau	70744,0.038461538461538464
lorenceau	70744,0.038461538461538464
Chono	70745,0.1
Daniel	70745,0.1
Gilbert	70745,0.1
daniel	70745,0.1
gilbert	70745,0.1
fcomte	70745,0.1
Jouy	70746,0.1;73432,0.07692307692307693
Briandet	70746,0.1
briandet	70746,0.1
jouy	70746,0.1;73432,0.07692307692307693
Sébastien	70747,0.125
Bidault	70747,0.125
sebastien	70747,0.125
bidault	70747,0.125
6915	70748,0.03125
PSA	70748,0.03125
Peugeot	70748,0.03125
Citroën	70748,0.03125
Laure	70748,0.03125
Servigny	70748,0.03125
Sophie	70749,0.0625;75068,0.05263157894736842
Nicklaus	70749,0.0625
sophie	70749,0.0625;75068,0.05263157894736842
nicklaus	70749,0.0625
Opaline	70749,0.0625
Karine	70751,0.07142857142857142;70921,0.05
Wallois	70751,0.07142857142857142;70921,0.05
internationalforum	70751,0.07142857142857142;70921,0.05
ceti	70751,0.07142857142857142;70921,0.05
Forum	70752,0.1;70921,0.05;72120,0.0625;72121,0.0625;72122,0.047619047619047616;72400,0.16666666666666666;75466,0.16666666666666666;75796,0.1
Plastipolis	70752,0.1
forum2012	70752,0.1
plastipolis	70752,0.2
Instituts	70753,0.14285714285714285
Carnot	70753,0.14285714285714285;71612,0.027777777777777776
instituts	70753,0.14285714285714285
carnot	70753,0.14285714285714285
stéphane	70914,0.0625
GENCI	70914,0.0625
Laetitia	70914,0.0625;72939,0.03571428571428571
Baudin	70914,0.0625
laetitia	70914,0.0625;72939,0.03571428571428571
baudin	70914,0.0625
genci	70914,0.0625
Pôle	70915,0.037037037037037035;71845,0.14285714285714285
Maîtrise	70915,0.07407407407407407
Risques	70915,0.07407407407407407
Edwige	70915,0.037037037037037035
Bonnevie	70915,0.037037037037037035
edwige	70915,0.037037037037037035
bonnevie	70915,0.037037037037037035
télécharger	70915,0.037037037037037035
bilan	70915,0.037037037037037035
2011	70915,0.037037037037037035;72934,0.023809523809523808;74171,0.029411764705882353
le_cea	70915,0.037037037037037035
publications	70915,0.037037037037037035
rapports_annuels2	70915,0.037037037037037035
hymex	70916,0.022727272727272728
Drobinski	70916,0.022727272727272728
drobinski	70916,0.022727272727272728
Météo	70916,0.045454545454545456
France	70916,0.022727272727272728;72934,0.023809523809523808;74167,0.02857142857142857;74171,0.029411764705882353;74454,0.037037037037037035;74456,0.1111111111111111;75458,0.02857142857142857
CNRM	70916,0.022727272727272728
GAME	70916,0.022727272727272728
Véronique	70916,0.022727272727272728
Ducrocq	70916,0.022727272727272728
veronique	70916,0.022727272727272728
ducrocq	70916,0.022727272727272728
meteo	70916,0.022727272727272728
HyMeX	70916,0.022727272727272728
Irstea	70917,0.058823529411764705
Bordeaux	70917,0.058823529411764705
Chantal	70917,0.058823529411764705
Gardes	70917,0.058823529411764705
18	70917,0.058823529411764705;73876,0.045454545454545456
chantal	70917,0.058823529411764705
gardes	70917,0.058823529411764705
irstea	70917,0.058823529411764705
Cathy	70918,0.06666666666666667
Clément	70918,0.06666666666666667
cathy	70918,0.06666666666666667
clement	70918,0.06666666666666667
gaiacommunication	70918,0.06666666666666667
Tuline	70919,0.0625;71838,0.0625
Laeser	70919,0.0625;71838,0.0625
20	70919,0.0625;70922,0.047619047619047616;71361,0.0625;71838,0.0625;72117,0.041666666666666664;75067,0.05263157894736842
97	70919,0.0625;71838,0.0625;74172,0.0625;76208,0.05263157894736842;76209,0.0625
tuline	70919,0.0625;71838,0.0625
laeser	70919,0.0625;71838,0.0625
Airbus	70920,0.09090909090909091;72636,0.08333333333333333
Aude	70920,0.09090909090909091
Lebas	70920,0.09090909090909091
Ceti	70921,0.05
Anais	70921,0.05
Stael	70921,0.05
Jacques	70922,0.047619047619047616
Monod	70922,0.047619047619047616
Terence	70922,0.047619047619047616
Strick	70922,0.047619047619047616
80	70922,0.047619047619047616;71358,0.0625;71361,0.0625;71618,0.05;71837,0.058823529411764705;74172,0.0625;76209,0.0625
strick	70922,0.047619047619047616
terence	70922,0.047619047619047616
ijm	70922,0.047619047619047616
paris	70922,0.047619047619047616;71357,0.038461538461538464;73190,0.047619047619047616;75794,0.07692307692307693
diderot	70922,0.047619047619047616;75794,0.07692307692307693
Perrier	71357,0.038461538461538464
Cornet	71357,0.038461538461538464
perrierp	71357,0.038461538461538464
Documents	71357,0.038461538461538464
vidéos	71357,0.038461538461538464
colloque	71357,0.038461538461538464;72121,0.0625
disponibles	71357,0.038461538461538464
www5	71357,0.038461538461538464
depe	71357,0.038461538461538464
Projets	71357,0.038461538461538464
Filiere	71357,0.038461538461538464
equine	71357,0.038461538461538464
ISAE	71358,0.0625
Patrick	71358,0.0625
Gousseau	71358,0.0625
patrick	71358,0.0625
gousseau	71358,0.0625
isae	71358,0.0625
SEB	71359,0.14285714285714285
Kevin	71359,0.14285714285714285
Camphuis	71359,0.14285714285714285
kcamphuis	71359,0.14285714285714285
seb	71359,0.14285714285714285
Biophytis	71360,0.2
biophytis	71360,0.2
ENSAIT	71361,0.0625
Matthieu	71361,0.0625
matthieu	71361,0.0625
nicolas	71361,0.0625;74174,0.07142857142857142
ensait	71361,0.0625
INP	71362,0.05555555555555555;71612,0.05555555555555555;76512,0.05555555555555555
Florence	71362,0.05555555555555555;71612,0.027777777777777776;76512,0.05555555555555555
Lauriac	71362,0.05555555555555555;71612,0.027777777777777776;76512,0.05555555555555555
florence	71362,0.05555555555555555;71612,0.027777777777777776;76512,0.05555555555555555
lauriac	71362,0.05555555555555555;71612,0.027777777777777776;76512,0.05555555555555555
inp	71362,0.05555555555555555;71612,0.027777777777777776;76512,0.05555555555555555
toulouse	71362,0.05555555555555555;71612,0.027777777777777776;76512,0.05555555555555555
Hydro	71363,0.14285714285714285
hydro21	71363,0.14285714285714285
colloque2012	71363,0.14285714285714285
Rue	71366,0.125
Echiquier	71366,0.125
ruedelechiquier	71366,0.125
ENSIACET	71612,0.027777777777777776
CIRIMAT	71612,0.027777777777777776
équipe	71612,0.027777777777777776
Phosphates	71612,0.027777777777777776
Pharmacotechnie	71612,0.027777777777777776
Biomatériaux	71612,0.027777777777777776
PPB	71612,0.027777777777777776
Sylvaine	71612,0.027777777777777776
Jacquart	71612,0.027777777777777776
sylvaine	71612,0.027777777777777776
jacquart	71612,0.027777777777777776
ensiacet	71612,0.027777777777777776;72630,0.047619047619047616
Medtech	71614,0.05263157894736842
Bertin	71614,0.05263157894736842
Nahum	71614,0.05263157894736842
contact	71614,0.05263157894736842;71619,0.07142857142857142;72393,0.1111111111111111
medtechsurgical	71614,0.05263157894736842
medtech	71614,0.10526315789473684
Safran	71615,0.16666666666666666
safran	71615,0.16666666666666666
group	71615,0.16666666666666666
Biom	71616,0.0625
Up	71616,0.0625
Picot	71616,0.0625
Président	71616,0.0625
Directeur	71616,0.0625
Général	71616,0.0625
picot	71616,0.0625
biomup	71616,0.125
airbus	71617,0.2;72636,0.16666666666666666
Orléans	71618,0.05
Christelle	71618,0.05;72940,0.047619047619047616
Robinet	71618,0.05
christelle	71618,0.05;72940,0.047619047619047616
robinet	71618,0.05
orleans	71618,0.05
Nuclear	71619,0.07142857142857142
Academy	71619,0.07142857142857142
EXENUC	71619,0.07142857142857142
inuclear	71619,0.14285714285714285
academy	71619,0.14285714285714285
3ème	71620,0.058823529411764705
Vie	71620,0.058823529411764705
en	71620,0.23529411764705882;73432,0.07692307692307693;74167,0.02857142857142857;75458,0.05714285714285714
société	71620,0.058823529411764705
genopole	71620,0.058823529411764705
sdv	71620,0.058823529411764705
societe	71620,0.058823529411764705
Nausicaa	71621,0.024390243902439025
National	71621,0.024390243902439025
Mer	71621,0.024390243902439025
Picquart	71621,0.024390243902439025
i	71621,0.24390243902439024;73884,0.4074074074074074;75066,0.25
picquart	71621,0.024390243902439025
exchange	71621,0.024390243902439025
Actes	71621,0.024390243902439025
Régine	71621,0.024390243902439025
Meur	71621,0.024390243902439025
94	71621,0.024390243902439025;72399,0.05555555555555555
r	71621,0.24390243902439024
lemeur	71621,0.024390243902439025
actes	71621,0.024390243902439025
sud	71621,0.024390243902439025
Henri	71835,0.038461538461538464
Poincaré	71835,0.038461538461538464
IHP	71835,0.038461538461538464
Sylviane	71835,0.038461538461538464
Bellorini	71835,0.038461538461538464
Assistante	71835,0.038461538461538464
direction	71835,0.038461538461538464
sylviane	71835,0.038461538461538464
bellorini	71835,0.038461538461538464
ihp	71835,0.07692307692307693
Alain	71836,0.03225806451612903;72629,0.08333333333333333
Delrieu	71836,0.03225806451612903
alain	71836,0.03225806451612903;72629,0.08333333333333333
delrieu	71836,0.03225806451612903
Bresson	71836,0.03225806451612903
bresson	71836,0.03225806451612903
Nancy	71837,0.058823529411764705
Martin	71837,0.058823529411764705;74170,0.047619047619047616
fmartin	71837,0.058823529411764705
nancy	71837,0.058823529411764705
Sofradir	71839,0.2
sofradir	71839,0.2
SUNAERO	71840,0.05263157894736842;74167,0.014285714285714285
eyebrainpedia	71841,0.1
AgrOnov	71842,0.2
agronov	71842,0.2
Evolution	71843,0.07142857142857142
Génomes	71843,0.07142857142857142
Spéciation	71843,0.07142857142857142
LEGS	71843,0.07142857142857142
Arnold	71843,0.07142857142857142
arnold	71843,0.07142857142857142
legs	71843,0.07142857142857142
gif	71843,0.07142857142857142;74173,0.043478260869565216
PASS	71845,0.14285714285714285;76516,0.07692307692307693
pole	71845,0.14285714285714285;75068,0.05263157894736842;76516,0.07692307692307693
pass	71845,0.14285714285714285;76516,0.07692307692307693
DisaSolar	72114,0.058823529411764705
00	72114,0.058823529411764705;73431,0.045454545454545456;73689,0.047619047619047616;75066,0.0625;76212,0.041666666666666664
sales	72114,0.058823529411764705
disasolar	72114,0.11764705882352941
Saclay	72115,0.1111111111111111
GILLES	72115,0.1111111111111111
Junien	72116,0.125
jlc	72116,0.125
junien	72116,0.125
Aquitaine	72117,0.041666666666666664;74176,0.043478260869565216;75067,0.05263157894736842
Transfert	72117,0.041666666666666664;75067,0.05263157894736842
Moras	72117,0.041666666666666664;75067,0.05263157894736842
moras	72117,0.041666666666666664;75067,0.05263157894736842
ast	72117,0.08333333333333333;75067,0.05263157894736842
innovations	72117,0.08333333333333333;75067,0.05263157894736842
Provence	72118,0.16666666666666666;75461,0.16666666666666666
provetech	72118,0.16666666666666666;75461,0.16666666666666666
Elaboration	72119,0.02631578947368421
Etudes	72119,0.02631578947368421
Structurales	72119,0.02631578947368421;74173,0.043478260869565216
CEMES	72119,0.02631578947368421
Joachim	72119,0.02631578947368421
joachim	72119,0.02631578947368421
cemes	72119,0.05263157894736842
Gwénaël	72119,0.02631578947368421
Rapenne	72119,0.02631578947368421
rapenne	72119,0.02631578947368421
PCD	72120,0.0625
pcd	72120,0.0625
congress	72120,0.0625
Aerosol	72120,0.0625
Dispensing	72120,0.0625
aerosol	72120,0.0625
forum	72120,0.0625;75796,0.1
Industrie	72121,0.0625;73690,0.09090909090909091
Bioénergies	72121,0.0625
https	72121,0.0625
forum_bioenergie_ic_3bcar2012	72121,0.0625
3bcar	72121,0.1875
Innorobo	72122,0.047619047619047616
innorobo	72122,0.047619047619047616
EMM	72122,0.047619047619047616
Robotics	72122,0.09523809523809523;72633,0.07692307692307693;73884,0.018518518518518517
mecatronique	72122,0.047619047619047616
emm	72122,0.047619047619047616
robotics	72122,0.09523809523809523;72633,0.07692307692307693
European	72122,0.047619047619047616
ERF	72122,0.047619047619047616
eurobotics2013	72122,0.047619047619047616
Stephane	72392,0.030303030303030304
Veolia	72392,0.030303030303030304
Galfré	72392,0.030303030303030304
71	72392,0.030303030303030304
galfre	72392,0.030303030303030304
veolia	72392,0.030303030303030304
ICCC	72393,0.1111111111111111
2013	72393,0.3333333333333333;73691,0.3333333333333333
iccc2013	72393,0.2222222222222222
AgroSup	72394,0.1111111111111111;72631,0.1111111111111111
Cayot	72394,0.1111111111111111
p	72394,0.5555555555555556;72631,0.5555555555555556
cayot	72394,0.1111111111111111
agrosupdijon	72394,0.1111111111111111;72631,0.1111111111111111
Thésame	72395,0.038461538461538464
Cheriti	72395,0.038461538461538464
Programme	72395,0.038461538461538464
Innovation	72395,0.038461538461538464;75066,0.0625;76212,0.041666666666666664
PME	72395,0.038461538461538464;74167,0.02857142857142857
sc	72395,0.038461538461538464
thesame	72395,0.07692307692307693
innovation	72395,0.07692307692307693
Vitagora	72396,0.125;72634,0.125;74172,0.0625;75793,0.0625;76209,0.0625
Marthe	72396,0.125;74172,0.0625;75793,0.0625;76209,0.0625
Jewell	72396,0.125;74172,0.0625;75793,0.0625;76209,0.0625
marthe	72396,0.125;74172,0.0625;75793,0.0625;76209,0.0625
jewell	72396,0.125;74172,0.0625;75793,0.0625;76209,0.0625
Lydéric	72397,0.05263157894736842
Bocquet	72397,0.05263157894736842
lyderic	72397,0.05263157894736842
bocquet	72397,0.05263157894736842
lyon1	72397,0.05263157894736842
Lenz	72398,0.058823529411764705;72934,0.023809523809523808
lenz	72398,0.058823529411764705;72934,0.023809523809523808
IFTS	72399,0.05555555555555555
Andrée	72399,0.05555555555555555
Sirvain	72399,0.05555555555555555
05	72399,0.05555555555555555;74170,0.047619047619047616;74176,0.043478260869565216
sirvain	72399,0.05555555555555555
ifts	72399,0.05555555555555555
sls	72399,0.05555555555555555
4i	72400,0.3333333333333333;75466,0.3333333333333333
forum4i	72400,0.16666666666666666;75466,0.16666666666666666
Pommier	72401,0.125
editions	72401,0.125
lepommier	72401,0.125
NucAdvisor	72629,0.08333333333333333
Bugat	72629,0.08333333333333333
bugat	72629,0.08333333333333333
nucadvisor	72629,0.16666666666666666
Agro	72630,0.047619047619047616
Industrielle	72630,0.047619047619047616
Vilarem	72630,0.047619047619047616
vilarem	72630,0.047619047619047616
Besnard	72631,0.1111111111111111
besnard	72631,0.1111111111111111
Mixte	72632,0.05;73184,0.07142857142857142
Physiologie	72632,0.05
insecte	72632,0.05
signalisation	72632,0.05
Brigitte	72632,0.05
Frérot	72632,0.05
Aldebaran	72633,0.07692307692307693
aldebaran	72633,0.07692307692307693
Morpho	72633,0.07692307692307693
System	72633,0.07692307692307693
morpho	72633,0.07692307692307693
Agathe	72634,0.125
Penant	72634,0.125
agathe	72634,0.125
penant	72634,0.125
Guilhem	72635,0.0625
Larrieu	72635,0.0625
84	72635,0.0625
guilhem	72635,0.0625
larrieu	72635,0.0625
Galabert	72636,0.08333333333333333
anne	72636,0.08333333333333333
galabert	72636,0.08333333333333333
Monique	72637,0.125
Mizart	72637,0.125
monique	72637,0.125
mizart	72637,0.125
Nalini	72932,0.2222222222222222
Anantharaman	72932,0.2222222222222222
math	72932,0.1111111111111111
TLD	72933,0.16666666666666666
tld	72933,0.16666666666666666
gse	72933,0.16666666666666666
A	72934,0.023809523809523808;74167,0.07142857142857142;74454,0.037037037037037035;75458,0.05714285714285714
lire	72934,0.023809523809523808;74167,0.014285714285714285;74454,0.037037037037037035;75458,0.02857142857142857
également	72934,0.023809523809523808;74167,0.014285714285714285;74454,0.037037037037037035
vers	72934,0.023809523809523808
lasers	72934,0.023809523809523808
plus	72934,0.023809523809523808
puissants	72934,0.023809523809523808
monde	72934,0.023809523809523808
BE	72934,0.023809523809523808;74167,0.02857142857142857;74171,0.029411764705882353;74454,0.037037037037037035;75458,0.02857142857142857
265	72934,0.023809523809523808;74171,0.029411764705882353
décembre	72934,0.023809523809523808
68638	72934,0.023809523809523808
Genticel	72935,0.2
genticel	72935,0.2
Etienne	72936,0.041666666666666664;74751,0.043478260869565216;76211,0.05
Dages	72936,0.041666666666666664;74751,0.043478260869565216;76211,0.05
Desgranges	72936,0.041666666666666664;74751,0.043478260869565216;76211,0.05
14	72936,0.041666666666666664;74744,0.047619047619047616;74745,0.047619047619047616;74751,0.043478260869565216;76211,0.05
etienne	72936,0.041666666666666664;74751,0.043478260869565216;76211,0.05
dages	72936,0.041666666666666664;76211,0.05
desgranges	72936,0.041666666666666664;76211,0.05
IGPSC	72937,0.045454545454545456
inscriptions	72937,0.045454545454545456
avantage	72937,0.045454545454545456
aquitaine	72937,0.045454545454545456;74176,0.043478260869565216
conferences	72937,0.045454545454545456
ingenierie13	72937,0.045454545454545456
Pangaud	72937,0.045454545454545456
Vista	72937,0.045454545454545456
Point	72937,0.045454545454545456
vistapoint64	72937,0.045454545454545456
bbox	72937,0.045454545454545456
LabEx	72938,0.08333333333333333
MAbImprove	72938,0.08333333333333333
labex_mabimprove	72938,0.08333333333333333
mabimprove	72938,0.16666666666666666
Innovatives	72939,0.03571428571428571
SHS	72939,0.03571428571428571
inshs	72939,0.03571428571428571
innovatives	72939,0.03571428571428571
shs2013	72939,0.03571428571428571
presentation	72939,0.03571428571428571
cnrseditions	72940,0.09523809523809523
Voisin	72940,0.047619047619047616
voisin	72940,0.047619047619047616
Come	73182,0.041666666666666664
Tara	73183,0.045454545454545456
Oceans	73183,0.045454545454545456
Polar	73183,0.045454545454545456
Circle	73183,0.045454545454545456
Eloise	73183,0.045454545454545456
Fontaine	73183,0.045454545454545456
eloise	73183,0.045454545454545456
taraexpeditions	73183,0.09090909090909091
oceans	73183,0.045454545454545456
866	73184,0.07142857142857142;75459,0.07142857142857142
Lagrost	73184,0.07142857142857142;75459,0.07142857142857142
lagrost	73184,0.07142857142857142;75459,0.07142857142857142
Hugo	73185,0.07692307692307693
Niccolaï	73185,0.07692307692307693
hugo	73185,0.07692307692307693
niccolai	73185,0.07692307692307693
Planet	73185,0.07692307692307693
Etudiants	73185,0.07692307692307693
planetetudiants	73185,0.07692307692307693
IN2P3	73186,0.05263157894736842
Leprince	73186,0.05263157894736842
Ringuet	73186,0.05263157894736842
Khélifi	73186,0.05263157894736842
khelifi	73186,0.05263157894736842
llr	73186,0.05263157894736842
Rhenovia	73187,0.16666666666666666;74453,0.1
Pharma	73187,0.16666666666666666;75065,0.07692307692307693
rhenovia	73187,0.16666666666666666;74453,0.1
Matière	73188,0.05;75794,0.07692307692307693
Condensée	73188,0.05
Weisbuch	73188,0.05
claude	73188,0.05
weisbuch	73188,0.05
ENS	73189,0.058823529411764705
Cyrille	73189,0.058823529411764705
Monnereau	73189,0.058823529411764705
cyrille	73189,0.058823529411764705
monnereau	73189,0.058823529411764705
Cevaer	73190,0.047619047619047616
jourdesprojets	73190,0.047619047619047616
Mines	73430,0.034482758620689655
Ales	73430,0.034482758620689655
Goubet	73430,0.034482758620689655
goubet	73430,0.034482758620689655
mines	73430,0.06896551724137931;75464,0.14285714285714285
ales	73430,0.06896551724137931;75464,0.14285714285714285
PACEA	73431,0.045454545454545456
Hélène	73431,0.045454545454545456
Coqueugniot	73431,0.045454545454545456
h	73431,0.09090909090909091
coqueugniot	73431,0.045454545454545456
pacea	73431,0.045454545454545456
bordeaux1	73431,0.045454545454545456
Vircopal	73431,0.045454545454545456
vircopal	73431,0.045454545454545456
Josas	73432,0.07692307692307693
S	73432,0.07692307692307693
Dusko	73432,0.07692307692307693
Ehrlich	73432,0.07692307692307693
dusko	73432,0.07692307692307693
ehrlich	73432,0.07692307692307693
Ifremer	73433,0.05263157894736842;74170,0.047619047619047616;75460,0.05
marion	73433,0.05263157894736842
foll	73433,0.05263157894736842
EyeTechCare	73435,0.2
eyetechcare	73435,0.2
Moléculaires	73436,0.038461538461538464
Angers	73436,0.038461538461538464
Moltech	73436,0.038461538461538464
Anjou	73436,0.038461538461538464
Blanchard	73436,0.038461538461538464
blanchard	73436,0.038461538461538464
angers	73436,0.038461538461538464
E	73437,0.125;73884,0.07407407407407407
tribArt	73437,0.125
tribart	73437,0.125
Connecting	73438,0.125
ics	73438,0.125
show	73438,0.125
Prôtis	73683,0.045454545454545456
Pomey	73683,0.09090909090909091
mmsh	73683,0.045454545454545456
aix	73683,0.045454545454545456
protis	73683,0.045454545454545456
hypotheses	73683,0.045454545454545456
VHO	73684,0.125
Exploitation	73684,0.125
Dominique	73684,0.125
Auroy	73684,0.125
odomi	73684,0.125
netcourrier	73684,0.125
SensoStat	73685,0.058823529411764705
Urbano	73685,0.058823529411764705
urbano	73685,0.058823529411764705
sensostat	73685,0.17647058823529413
Teillet	73685,0.058823529411764705
teillet	73685,0.058823529411764705
PathoQuest	73686,0.2
pathoquest	73686,0.2
Région	73687,0.058823529411764705;74176,0.043478260869565216
Auvergne	73687,0.058823529411764705
Zakia	73687,0.058823529411764705
Douakha	73687,0.058823529411764705
presse	73687,0.058823529411764705;74176,0.043478260869565216;75460,0.05
cr	73687,0.058823529411764705
auvergne	73687,0.058823529411764705
Océanologie	73688,0.047619047619047616
Marseille	73688,0.047619047619047616
Tamburini	73688,0.047619047619047616
christian	73688,0.047619047619047616
tamburini	73688,0.047619047619047616
amu	73688,0.047619047619047616
Sporaltec	73689,0.047619047619047616;76212,0.041666666666666664
Séverine	73689,0.047619047619047616;76212,0.041666666666666664
Sabot	73689,0.047619047619047616;76212,0.041666666666666664
severine	73689,0.047619047619047616;76212,0.041666666666666664
sabot	73689,0.047619047619047616;76212,0.041666666666666664
sporaltec	73689,0.09523809523809523;76212,0.08333333333333333
raidinnovation	73689,0.047619047619047616;76212,0.041666666666666664
Journées	73690,0.09090909090909091
Biogaz	73690,0.09090909090909091
méthanisation	73690,0.09090909090909091
btOOt	73690,0.09090909090909091
ECCP	73691,0.16666666666666666
eccp2013	73691,0.16666666666666666
Ingérop	73875,0.05
Silvia	73875,0.05
Nimo	73875,0.05
silvia	73875,0.05
nimo	73875,0.05
ingerop	73875,0.1
Berthet	73876,0.045454545454545456
pierre	73876,0.045454545454545456;76213,0.07692307692307693
berthet	73876,0.045454545454545456
BIVB	73877,0.1
Gervais	73877,0.1
gervais	73877,0.1
bivb	73877,0.1
Smartox	73878,0.14285714285714285
Biotechnology	73878,0.14285714285714285
smartox	73878,0.14285714285714285
biotech	73878,0.14285714285714285
Global	73879,0.07142857142857142
Sensing	73879,0.07142857142857142
Xavier	73879,0.07142857142857142
Bruneau	73879,0.07142857142857142
xavier	73879,0.07142857142857142
bruneau	73879,0.07142857142857142
globalsensing	73879,0.14285714285714285
Alpes	73881,0.125
Magazine	73881,0.0625
alpesmagazine	73881,0.0625
Carole	73881,0.0625
Gerard	73881,0.0625
carole	73881,0.0625
megeve	73881,0.0625
Congrès	73882,0.02702702702702703
Ingénieurs	73882,0.05405405405405406
artsetmetiers2013	73882,0.02702702702702703
gadz	73882,0.02702702702702703
Accueil	73882,0.02702702702702703
Inscriptions	73882,0.02702702702702703
Société	73882,0.02702702702702703
Compagnon	73882,0.02702702702702703
francis	73882,0.02702702702702703
compagnon	73882,0.02702702702702703
